Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,2,,,26721,James O'Brien,4,Computer Science,284A,1,A,Letter Grade,A,Computer Graphics
3,1,,,26721,James O'Brien,3.7,Computer Science,284A,1,A,Letter Grade,A-,Computer Graphics
2,8,,,26727,Joseph Hellerstein,4,Computer Science,286B,1,A,Letter Grade,A,Impl Database Syst
3,3,,,26727,Joseph Hellerstein,3.7,Computer Science,286B,1,A,Letter Grade,A-,Impl Database Syst
4,1,,,26727,Joseph Hellerstein,3.3,Computer Science,286B,1,B,Letter Grade,B+,Impl Database Syst
30,1,,,26727,Joseph Hellerstein,,Computer Science,286B,1,Administrative Code,Administrative Code,Incomplete,Impl Database Syst
1,5,,,26730,Daniel Klein,4,Computer Science,288,1,A,Letter Grade,A+,Natural Lang Proc
2,23,,,26730,Daniel Klein,4,Computer Science,288,1,A,Letter Grade,A,Natural Lang Proc
3,6,,,26730,Daniel Klein,3.7,Computer Science,288,1,A,Letter Grade,A-,Natural Lang Proc
4,1,,,26730,Daniel Klein,3.3,Computer Science,288,1,B,Letter Grade,B+,Natural Lang Proc
5,1,,,26730,Daniel Klein,3,Computer Science,288,1,B,Letter Grade,B,Natural Lang Proc
2,9,,,26731,Maneesh Agrawala,4,Computer Science,294,10,A,Letter Grade,A,Special Topics
3,2,,,26731,Maneesh Agrawala,3.7,Computer Science,294,10,A,Letter Grade,A-,Special Topics
4,9,,,26731,Maneesh Agrawala,3.3,Computer Science,294,10,B,Letter Grade,B+,Special Topics
5,2,,,26731,Maneesh Agrawala,3,Computer Science,294,10,B,Letter Grade,B,Special Topics
6,1,,,26731,Maneesh Agrawala,2.7,Computer Science,294,10,B,Letter Grade,B-,Special Topics
8,1,,,26731,Maneesh Agrawala,2,Computer Science,294,10,C,Letter Grade,C,Special Topics
30,1,,,26731,Maneesh Agrawala,,Computer Science,294,10,Administrative Code,Administrative Code,Incomplete,Special Topics
1,1,,,26732,John Canny,4,Computer Science,294,16,A,Letter Grade,A+,Special Topics
2,4,,,26732,John Canny,4,Computer Science,294,16,A,Letter Grade,A,Special Topics
3,3,,,26732,John Canny,3.7,Computer Science,294,16,A,Letter Grade,A-,Special Topics
6,1,,,26732,John Canny,2.7,Computer Science,294,16,B,Letter Grade,B-,Special Topics
1,5,,,26733,Alexei Efros,4,Computer Science,294,26,A,Letter Grade,A+,Special Topics
2,5,,,26733,Alexei Efros,4,Computer Science,294,26,A,Letter Grade,A,Special Topics
3,3,,,26733,Alexei Efros,3.7,Computer Science,294,26,A,Letter Grade,A-,Special Topics
4,1,,,26733,Alexei Efros,3.3,Computer Science,294,26,B,Letter Grade,B+,Special Topics
30,1,,,26733,Alexei Efros,,Computer Science,294,26,Administrative Code,Administrative Code,Incomplete,Special Topics
2,6,,,26734,Bjorn Hartmann,4,Computer Science,294,84,A,Letter Grade,A,Special Topics
3,12,,,26734,Bjorn Hartmann,3.7,Computer Science,294,84,A,Letter Grade,A-,Special Topics
4,3,,,26734,Bjorn Hartmann,3.3,Computer Science,294,84,B,Letter Grade,B+,Special Topics
6,1,,,26734,Bjorn Hartmann,2.7,Computer Science,294,84,B,Letter Grade,B-,Special Topics
1,3,,,26735,Joseph Landsberg,4,Computer Science,294,99,A,Letter Grade,A+,Special Topics
2,4,,,26735,Joseph Landsberg,4,Computer Science,294,99,A,Letter Grade,A,Special Topics
25,1,,,26735,Joseph Landsberg,,Computer Science,294,99,Credit,Non-Letter Grade,Satisfactory,Special Topics
1,3,,,26738,Peter Bartlett,4,Computer Science,294,102,A,Letter Grade,A+,Special Topics
2,5,,,26738,Peter Bartlett,4,Computer Science,294,102,A,Letter Grade,A,Special Topics
3,1,,,26738,Peter Bartlett,3.7,Computer Science,294,102,A,Letter Grade,A-,Special Topics
25,7,,,26739,Umesh Vazirani,,Computer Science,298,2,Credit,Non-Letter Grade,Satisfactory,"Grp Std, Sem, Res"
1,1,,,26741,Ravindran Kannan,4,Computer Science,294,103,A,Letter Grade,A+,Special Topics
2,11,,,26741,Ravindran Kannan,4,Computer Science,294,103,A,Letter Grade,A,Special Topics
3,1,,,26741,Ravindran Kannan,3.7,Computer Science,294,103,A,Letter Grade,A-,Special Topics
5,1,,,26741,Ravindran Kannan,3,Computer Science,294,103,B,Letter Grade,B,Special Topics
25,1,,,26741,Ravindran Kannan,,Computer Science,294,103,Credit,Non-Letter Grade,Satisfactory,Special Topics
25,1,,,26742,Tsu-Jae Liu,,Computer Science,298,3,Credit,Non-Letter Grade,Satisfactory,"Grp Std, Sem, Res"
1,4,,,26744,Alexei Efros,4,Computer Science,294,104,A,Letter Grade,A+,Special Topics
2,8,,,26744,Alexei Efros,4,Computer Science,294,104,A,Letter Grade,A,Special Topics
25,1,,,26744,Alexei Efros,,Computer Science,294,104,Credit,Non-Letter Grade,Satisfactory,Special Topics
22,1,,,26745,James Demmel; Ming Gu,,Computer Science,298,6,Credit,Non-Letter Grade,Pass,"Grp Std, Sem, Res"
25,2,,,26745,James Demmel; Ming Gu,,Computer Science,298,6,Credit,Non-Letter Grade,Satisfactory,"Grp Std, Sem, Res"
1,2,,,26747,Vern Paxson,4,Computer Science,294,105,A,Letter Grade,A+,Special Topics
2,5,,,26747,Vern Paxson,4,Computer Science,294,105,A,Letter Grade,A,Special Topics
3,3,,,26747,Vern Paxson,3.7,Computer Science,294,105,A,Letter Grade,A-,Special Topics
4,4,,,26747,Vern Paxson,3.3,Computer Science,294,105,B,Letter Grade,B+,Special Topics
5,1,,,26747,Vern Paxson,3,Computer Science,294,105,B,Letter Grade,B,Special Topics
25,4,,,26747,Vern Paxson,,Computer Science,294,105,Credit,Non-Letter Grade,Satisfactory,Special Topics
25,11,,,26754,Pieter Abbeel,,Computer Science,299,1,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,7,,,26757,Maneesh Agrawala,,Computer Science,299,2,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,13,,,26760,Krste Asanovic,,Computer Science,299,3,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,1,,,26763,Ruzena Bajcsy,,Computer Science,299,4,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,1,,,26769,Peter Bartlett,,Computer Science,299,6,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26775,Rastislav Bodik,,Computer Science,299,8,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,7,,,26781,Eric Brewer,,Computer Science,299,10,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,3,,,26784,John Canny,,Computer Science,299,11,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,2,,,26790,Phillip Colella,,Computer Science,299,13,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,4,,,26793,David Culler,,Computer Science,299,14,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,8,,,26796,Trevor Darrell,,Computer Science,299,15,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,6,,,26799,James Demmel,,Computer Science,299,16,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,2,,,26802,Armando Fox,,Computer Science,299,17,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26805,Michael Franklin,,Computer Science,299,18,Credit,Non-Letter Grade,Satisfactory,Indiv Research
32,1,,,26805,Michael Franklin,,Computer Science,299,18,Administrative Code,Administrative Code,Not Reported,Indiv Research
25,2,,,26808,Daniel Garcia,,Computer Science,299,19,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,6,,,26811,Kenneth Goldberg,,Computer Science,299,21,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26814,Bjorn Hartmann,,Computer Science,299,22,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,1,,,26820,Joseph Hellerstein,,Computer Science,299,24,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,6,,,26829,Michael Jordan,,Computer Science,299,27,Credit,Non-Letter Grade,Satisfactory,Indiv Research
22,2,,,26832,Anthony Joseph,,Computer Science,299,28,Credit,Non-Letter Grade,Pass,Indiv Research
25,1,,,26832,Anthony Joseph,,Computer Science,299,28,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26841,Randy Katz,,Computer Science,299,31,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,6,,,26844,Daniel Klein,,Computer Science,299,33,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,3,,,26847,John Kubiatowicz,,Computer Science,299,35,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,3,,,26850,Edward Lee,,Computer Science,299,36,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,7,,,26853,Jitendra Malik,,Computer Science,299,37,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,4,,,26871,Eric Paulos,,Computer Science,299,44,Credit,Non-Letter Grade,Satisfactory,Indiv Research
36,1,,,26871,Eric Paulos,,Computer Science,299,44,Administrative Code,Administrative Code,Unknown,Indiv Research
25,3,,,26874,James O'Brien,,Computer Science,299,45,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,4,,,26877,Lior Pachter,,Computer Science,299,46,Credit,Non-Letter Grade,Satisfactory,Indiv Research
28,1,,,26877,Lior Pachter,,Computer Science,299,46,No Credit,Non-Letter Grade,Unsatisfactory,Indiv Research
25,5,,,26880,Christos Papadimitriou,,Computer Science,299,47,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,2,,,26883,David Patterson,,Computer Science,299,48,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,7,,,26886,Vern Paxson,,Computer Science,299,49,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,4,,,26889,Sylvia Ratnasamy,,Computer Science,299,50,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26892,Ravi Ramamoorthi,,Computer Science,299,51,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26895,Satish Rao,,Computer Science,299,52,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26898,Stuart Russell,,Computer Science,299,53,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26901,Koushik Sen,,Computer Science,299,54,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,4,,,26907,Scott Shenker,,Computer Science,299,57,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,1,,,26910,Jonathan Shewchuk,,Computer Science,299,58,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,2,,,26913,Alistair Sinclair,,Computer Science,299,59,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,6,,,26919,Xiaodong Song,,Computer Science,299,62,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,3,,,26922,Yun Song,,Computer Science,299,63,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,10,,,26925,Ion Stoica,,Computer Science,299,64,Credit,Non-Letter Grade,Satisfactory,Indiv Research
36,1,,,26925,Ion Stoica,,Computer Science,299,64,Administrative Code,Administrative Code,Unknown,Indiv Research
25,3,,,26931,Justin Tygar,,Computer Science,299,68,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26934,Umesh Vazirani,,Computer Science,299,69,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,8,,,26937,David Wagner,,Computer Science,299,70,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,8,,,26940,John Wawrzynek,,Computer Science,299,73,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,4,,,26943,Katherine Yelick,,Computer Science,299,75,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,5,,,26949,Prasad Raghavendra,,Computer Science,299,78,Credit,Non-Letter Grade,Satisfactory,Indiv Research
25,6,,,26952,Jonathan Bachrach,,Computer Science,299,79,Credit,Non-Letter Grade,Satisfactory,Indiv Research
22,1,,,26953,Alexei Efros,,Computer Science,299,80,Credit,Non-Letter Grade,Pass,Indiv Research
25,3,,,26953,Alexei Efros,,Computer Science,299,80,Credit,Non-Letter Grade,Satisfactory,Indiv Research
22,27,,,26955,Satish Rao,,Computer Science,375,1,Credit,Non-Letter Grade,Pass,Teaching Techniques
25,14,,,26955,Satish Rao,,Computer Science,375,1,Credit,Non-Letter Grade,Satisfactory,Teaching Techniques
22,10,,,26970,John Denero,,Computer Science,399,5,Credit,Non-Letter Grade,Pass,Supervised Teaching
25,1,,,26970,John Denero,,Computer Science,399,5,Credit,Non-Letter Grade,Satisfactory,Supervised Teaching
22,4,,,26973,David Culler,,Computer Science,399,6,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,19,,,26982,Daniel Garcia; Shimon Lustig,,Computer Science,399,9,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,8,,,26985,Gerald Friedland,,Computer Science,399,10,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,9,,,26988,Joshua Hug; Paul Hilfinger,,Computer Science,399,11,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,1,,,27000,George Necula,,Computer Science,399,15,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,1,,,27003,James O'Brien,,Computer Science,399,16,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,1,,,27015,Anant Sahai,,Computer Science,399,20,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,4,,,27027,David Wagner,,Computer Science,399,24,Credit,Non-Letter Grade,Pass,Supervised Teaching
25,1,,,27027,David Wagner,,Computer Science,399,24,Credit,Non-Letter Grade,Satisfactory,Supervised Teaching
22,1,,,27045,Justin Tygar,,Computer Science,399,30,Credit,Non-Letter Grade,Pass,Supervised Teaching
22,1,,,27047,Eric Paulos,,Computer Science,399,31,Credit,Non-Letter Grade,Pass,Supervised Teaching
25,2,,,27048,David Culler,,Computer Science,602,1,Credit,Non-Letter Grade,Satisfactory,Ind Stu For Doc Stu
2,1,,,27093,George Necula,4,Computer Science,294,169,A,Letter Grade,A,Special Topics
4,1,,,27093,George Necula,3.3,Computer Science,294,169,B,Letter Grade,B+,Special Topics
6,1,,,27093,George Necula,2.7,Computer Science,294,169,B,Letter Grade,B-,Special Topics
1,14,,,27099,Joshua Hug,4,Computer Science,61B,3,A,Letter Grade,A+,Data Structures
2,21,,,27099,Joshua Hug,4,Computer Science,61B,3,A,Letter Grade,A,Data Structures
3,18,,,27099,Joshua Hug,3.7,Computer Science,61B,3,A,Letter Grade,A-,Data Structures
4,9,,,27099,Joshua Hug,3.3,Computer Science,61B,3,B,Letter Grade,B+,Data Structures
5,7,,,27099,Joshua Hug,3,Computer Science,61B,3,B,Letter Grade,B,Data Structures
6,4,,,27099,Joshua Hug,2.7,Computer Science,61B,3,B,Letter Grade,B-,Data Structures
7,3,,,27099,Joshua Hug,2.3,Computer Science,61B,3,C,Letter Grade,C+,Data Structures
8,3,,,27099,Joshua Hug,2,Computer Science,61B,3,C,Letter Grade,C,Data Structures
9,2,,,27099,Joshua Hug,1.7,Computer Science,61B,3,C,Letter Grade,C-,Data Structures
10,1,,,27099,Joshua Hug,1.3,Computer Science,61B,3,D,Letter Grade,D+,Data Structures
11,1,,,27099,Joshua Hug,1,Computer Science,61B,3,D,Letter Grade,D,Data Structures
12,1,,,27099,Joshua Hug,0.7,Computer Science,61B,3,D,Letter Grade,D-,Data Structures
13,3,,,27099,Joshua Hug,0,Computer Science,61B,3,F,Letter Grade,F,Data Structures
22,4,,,27099,Joshua Hug,,Computer Science,61B,3,Credit,Non-Letter Grade,Pass,Data Structures
27,4,,,27099,Joshua Hug,,Computer Science,61B,3,No Credit,Non-Letter Grade,Not Pass,Data Structures
30,1,,,27099,Joshua Hug,,Computer Science,61B,3,Administrative Code,Administrative Code,Incomplete,Data Structures
22,42,,,27141,Andrew Qin; Bjorn Hartmann; Si Park,,Computer Science,198,32,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,13,,,27141,Andrew Qin; Bjorn Hartmann; Si Park,,Computer Science,198,32,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,11,,,27144,Bjorn Hartmann; Elizabeth Lin,,Computer Science,98,44,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,16,,,27147,Bjorn Hartmann; Elizabeth Lin,,Computer Science,198,44,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,1,,,27149,Abigail Vanmuijen,4,Computer Science,194,901,A,Letter Grade,A+,Special Topics
2,13,,,27149,Abigail Vanmuijen,4,Computer Science,194,901,A,Letter Grade,A,Special Topics
3,4,,,27149,Abigail Vanmuijen,3.7,Computer Science,194,901,A,Letter Grade,A-,Special Topics
4,2,,,27149,Abigail Vanmuijen,3.3,Computer Science,194,901,B,Letter Grade,B+,Special Topics
5,5,,,27149,Abigail Vanmuijen,3,Computer Science,194,901,B,Letter Grade,B,Special Topics
22,4,,,27149,Abigail Vanmuijen,,Computer Science,194,901,Credit,Non-Letter Grade,Pass,Special Topics
